,Model,Overall_rating,Date,Review,Style,Comfort,Fuel_Economy,Performance,Value_for_Money
530,2018 Suzuki Cultus VXL,4," Mar 22, 2018","
good  body shape , Good fuel average , ABS brakes , Air bags , Alloy rims . slightly expensive but overall perfromance is good .Suzuki has to further work over its length and seats comfort . Its gud in local manufacturing cars and have less expensive maintenance and parts as well . Go for it 
",4,4,5,4,4
531,2015 Suzuki Kizashi Base Grade,4," Mar 20, 2018","

I have recently recently driven this car and it has changed my views of this car....  It has good handling....  Smooth and quick power response...  Its seats are very comfortable with strapped in feel what I believe  it's superior then Honda accord of its era.... Because one of my friends own Honda Accord 2011 local one.... My review is bit harsh but facts are facts drive Kazashi to believe me......  The owner was more then satisfied with his purchase...  He bought new in 2015 just to test this car in real world and it end up to be his daily driven car.....  Overall 10/10 in this price car was driven 89000km
 

                More
                
 
                Less
                
 
",5,5,3,4,5
532,2017 Suzuki Cultus VXL,5," Mar 19, 2018","

In a nutshell, exterior is flawless. Having company fitted alloy rims , exceptional paint quality on bumpers ( as I had  old cultus and alto before , there bumper paint quality on bumpers and edges was little bit compromised)  and Much better grip. Interior is same as exterior. It is the blend of  quality and craftsmanship. Most of the people compare  Cultus with city and swift, Sorry to say that all are in state of serious insanity. If you compare price tag for on road 0 meter cultus swift and city, VXL costs you 14.5 million, city  currently 17.8 million and swift for  15.5 million ( for non-filer) . And  rest of  the people , claiming that  cultus is marketed globally with price tag of 9  million, then let me confirm, it is the basic variant and the top of line variant cost  13 lakhs just factory price and if you import that 0 meter car after custom , freight and insurance etc it would cost you around 23 lakhs , which people are talking about. Hope you will understand.
 

                More
                
 
                Less
                
 
",5,5,5,5,5
533,2018 Suzuki Cultus Auto Gear Shift,4," Mar 16, 2018","
I was confused when I am buying Cultus AGS I am comparing with imported cars but now am satisfied. Now its a month with Cultus AGS, drive is very good, road grip is good . Its give me around 17KM/litter with AC within city . Nice auto option. over all its good choice in local market with imported car features. 
",4,4,5,5,4
534,2015 Suzuki Hustler G Turbo,4," Mar 13, 2018","
Very good car, drove my friend's Hustler, travelled to Lahore from Rawalpindi, I am planning to switch to Hustler as the smaller car for daily use in the city traffic. Previously I was using Vitz as small car and Civic as long route family car. New combination would be Hustler and Vezel due to the better ground clearance and fuel economy. Engine wise, it will be downgrade from 1000 CC Vitz but fuel economy is what I require in the city traffic.
",3,4,5,5,5
535,2018 Suzuki Cultus Auto Gear Shift,4," Mar 11, 2018","
Driving the New Cultus Auto Gear Shift from last two months now. Suzuki has surpassed my expectations honestly, I won't say this car lags in any department either exterior, interior, fuel economy or performance. Fun to drive, especially the AGS Transmission which allows to drive with either Automatic gear shifting or enjoy realtime Manual Gear Shifting. Suspension is also not that stiff comparing it with other hatchbacks.Fuel Average : 15 ~ 16 KM/L within City. (Fuel: RON 95)In my opinion better than 1000cc JDM  hatchbacks.
",5,4,5,4,4
536,2013 Suzuki Swift DLX 1.3,4," Mar 10, 2018","

its sporty design is getting old but still  eyechatching. and better than most of the hatchbacks. its a hatchback having a sports engine so ofcourse the milage is above average. but if your looking to get a minijet,  Go for it. It really is a minijet. 02 sec 0-50km/h. most people complain about the fuel average. I'd say only buy if you have a big heart to spend money on  fuel. Comsumes more fuel but gives you an experience of  a sports car. its not made for long drive only made for urban areas with high speed. overall the car is worth it. makes you feel  you own the road.
 

                More
                
 
                Less
                
 
",4,4,4,5,4
537,2018 Suzuki Mehran VXR Euro II (CNG),1," Mar 09, 2018","
Aoa Mehran is a four wheel cycle which not comfortable and not to be satisfactory around all parts installed in it but it have the lower cost of spare parts and maintenance.By the way its millage is about 10-12 km /ltr which is greater than any power full luxury car 
",1,1,1,1,1
538,2018 Suzuki Cultus VXR,4," Mar 07, 2018","

I bought Cultus VXR 2018 white color 20th February 2018. I am pretty satisfied with performance. Price is little high.Externally it is Stylish and enough spacious to accommodate 5 passengers easily. Suitable for long drives as well as in city. Fuel is very economic. Giving me 19KM/L in city drive. Comfortable. Suspensions are very good. Gear position is very suitable just like sports car. Lights are stylish. Lovely car. Dashboard is good. Speedometer is digital and provide good information. Also provide Range (KM ) how many KM can it run with available fuel in tank. I recommend to buy this car. Better than Wagon R.
 

                More
                
 
                Less
                
 
",5,4,5,4,4
539,2018 Suzuki Cultus VXR,4," Mar 07, 2018","

I bought Cultus VXR 2018 white color 20th February 2018. I am pretty satisfied with performance. Price is little high.Externally it is Stylish and enough spacious to accommodate 5 passengers easily. Suitable for long drives as well as in city. Fuel is very economic. Giving me 19KM/L in city drive. Comfortable. Suspensions are very good. Gear position is very suitable just like sports car. Lights are stylish. Lovely car. Dashboard is good. Speedometer is digital and provide good information. Also provide Range (KM )  how many KM can it run with available fuel in tank. I recommend to buy this car. Better than Wagon R.
 

                More
                
 
                Less
                
 
",4,4,5,4,3
540,2017 Suzuki Swift DLX Automatic 1.3 Navigation,3," Mar 05, 2018","
Its a best car which suzuki made ever..  Exterior is charming & interior is average.  Dohc engine producing such a great performance....  But now its time to change this shape should replace with 4th genation...........  I drove it @170km speed with ac on motorway its drive was amazing even this speed road grip is awesomeness 
",4,4,3,5,3
541,2017 Suzuki Mehran,1," Mar 01, 2018","
Surprised to see that there is no mates, no seat covers, ugly tyres and rims, poor finishing ... joints from interior clearly shown. ..Pathetic seats, Guthan mehsoos hoti hai gari m.No road grip,Top most the most pathetic customer services of every authorized show rooms,Always shortage and generating owen. 
",1,1,2,2,1
542,2018 Suzuki Cultus VXL,5," Feb 23, 2018","
AOA everyone,Alhamdolillah I have also purchased new CULTUS and I am loving its features and ride, after selling my Honda N1 I thought that cultus might trouble me but I was wrongCultus completely surprise me and increase my believe in local cars.  kindly stop buying old 2nd hand repaired cars and at least check its test drive and then decide.Thanks  
",5,5,5,5,5
543,2018 Suzuki Cultus VXL,4," Feb 22, 2018","
It has beautiful and strong exterior and interior, fuel efficient just like hybrid cars means better than wagonr. Handling is graceful but tyre sound is pathetic .You can analyze its value by yourself after watching it on all over the Pakistan and which shows its phenomenal increasing demand    
",5,4,5,5,5
